incident_id,incident_text,severity,system,location
INC-C0045,Incident report: the core banking API in the production cluster shows timeouts above 90 percent. Impact: branch operations cannot authenticate. Additional note: regulatory SLA breached. Reported by the security team during the weekend shift and observed for 20 minutes.,critical,core banking API,production cluster
INC-C0046,Incident report: the core banking API in the production cluster shows timeouts above 90 percent. Impact: branch operations cannot authenticate. Additional note: regulatory SLA breached. Reported by the compliance team during the weekend shift and observed for 20 minutes.,critical,core banking API,production cluster
INC-C0047,Incident report: the ATM network in the national backbone shows communication lost. Impact: cash withdrawal service unavailable nationwide. Additional note: all channels impacted. Reported by the network team during the afternoon shift and observed for 5 minutes.,critical,ATM network,national backbone
INC-C0048,Incident report: the payment gateway in the primary datacenter shows complete outage. Impact: transactions are blocked for all customers. Additional note: executive bridge activated. Reported by the compliance team during the weekend shift and observed for 45 minutes.,critical,payment gateway,primary datacenter
INC-C0049,Incident report: the ATM network in the national backbone shows communication lost. Impact: cash withdrawal service unavailable nationwide. Additional note: all channels impacted. Reported by the network team during the weekend shift and observed for 5 minutes.,critical,ATM network,national backbone
INC-C0050,Incident report: the payment gateway in the primary datacenter shows complete outage. Impact: transactions are blocked for all customers. Additional note: executive bridge activated. Reported by the payments team during the weekend shift and observed for 45 minutes.,critical,payment gateway,primary datacenter
INC-C0051,Incident report: the payment gateway in the primary datacenter shows complete outage. Impact: transactions are blocked for all customers. Additional note: executive bridge activated. Reported by the operations team during the afternoon shift and observed for 20 minutes.,critical,payment gateway,primary datacenter
INC-C0052,Incident report: the ATM network in the national backbone shows communication lost. Impact: cash withdrawal service unavailable nationwide. Additional note: all channels impacted. Reported by the operations team during the weekend shift and observed for 20 minutes.,critical,ATM network,national backbone
INC-C0053,Incident report: the risk engine in the main region shows pipeline stopped. Impact: fraud screening is unavailable. Additional note: critical financial exposure. Reported by the network team during the afternoon shift and observed for 5 minutes.,critical,risk engine,main region
INC-C0054,Incident report: the ATM network in the national backbone shows communication lost. Impact: cash withdrawal service unavailable nationwide. Additional note: all channels impacted. Reported by the digital channels team during the morning shift and observed for 5 minutes.,critical,ATM network,national backbone
INC-C0055,Incident report: the payment gateway in the primary datacenter shows complete outage. Impact: transactions are blocked for all customers. Additional note: executive bridge activated. Reported by the payments team during the afternoon shift and observed for 20 minutes.,critical,payment gateway,primary datacenter
INC-C0056,Incident report: the ATM network in the national backbone shows communication lost. Impact: cash withdrawal service unavailable nationwide. Additional note: all channels impacted. Reported by the network team during the weekend shift and observed for 20 minutes.,critical,ATM network,national backbone
INC-C0057,Incident report: the ATM network in the national backbone shows communication lost. Impact: cash withdrawal service unavailable nationwide. Additional note: all channels impacted. Reported by the payments team during the afternoon shift and observed for over an hour.,critical,ATM network,national backbone
INC-C0058,Incident report: the payment gateway in the primary datacenter shows complete outage. Impact: transactions are blocked for all customers. Additional note: executive bridge activated. Reported by the network team during the night shift and observed for over an hour.,critical,payment gateway,primary datacenter
INC-C0059,Incident report: the risk engine in the main region shows pipeline stopped. Impact: fraud screening is unavailable. Additional note: critical financial exposure. Reported by the network team during the weekend shift and observed for 20 minutes.,critical,risk engine,main region
INC-C0060,Incident report: the core banking API in the production cluster shows timeouts above 90 percent. Impact: branch operations cannot authenticate. Additional note: regulatory SLA breached. Reported by the security team during the afternoon shift and observed for 5 minutes.,critical,core banking API,production cluster
INC-C0061,Incident report: the payment gateway in the primary datacenter shows complete outage. Impact: transactions are blocked for all customers. Additional note: executive bridge activated. Reported by the compliance team during the night shift and observed for 5 minutes.,critical,payment gateway,primary datacenter
INC-C0062,Incident report: the payment gateway in the primary datacenter shows complete outage. Impact: transactions are blocked for all customers. Additional note: executive bridge activated. Reported by the digital channels team during the weekend shift and observed for 20 minutes.,critical,payment gateway,primary datacenter
INC-C0063,Incident report: the payment gateway in the primary datacenter shows complete outage. Impact: transactions are blocked for all customers. Additional note: executive bridge activated. Reported by the digital channels team during the morning shift and observed for 20 minutes.,critical,payment gateway,primary datacenter
INC-C0064,Incident report: the payment gateway in the primary datacenter shows complete outage. Impact: transactions are blocked for all customers. Additional note: executive bridge activated. Reported by the digital channels team during the morning shift and observed for 20 minutes.,critical,payment gateway,primary datacenter
INC-C0065,Incident report: the ATM network in the national backbone shows communication lost. Impact: cash withdrawal service unavailable nationwide. Additional note: all channels impacted. Reported by the payments team during the afternoon shift and observed for 5 minutes.,critical,ATM network,national backbone
INC-C0066,Incident report: the payment gateway in the primary datacenter shows complete outage. Impact: transactions are blocked for all customers. Additional note: executive bridge activated. Reported by the network team during the night shift and observed for 45 minutes.,critical,payment gateway,primary datacenter
INC-C0067,Incident report: the core banking API in the production cluster shows timeouts above 90 percent. Impact: branch operations cannot authenticate. Additional note: regulatory SLA breached. Reported by the compliance team during the night shift and observed for 20 minutes.,critical,core banking API,production cluster
INC-C0068,Incident report: the risk engine in the main region shows pipeline stopped. Impact: fraud screening is unavailable. Additional note: critical financial exposure. Reported by the network team during the afternoon shift and observed for 45 minutes.,critical,risk engine,main region
INC-C0069,Incident report: the ATM network in the national backbone shows communication lost. Impact: cash withdrawal service unavailable nationwide. Additional note: all channels impacted. Reported by the security team during the morning shift and observed for 5 minutes.,critical,ATM network,national backbone
INC-C0070,Incident report: the ATM network in the national backbone shows communication lost. Impact: cash withdrawal service unavailable nationwide. Additional note: all channels impacted. Reported by the digital channels team during the morning shift and observed for 5 minutes.,critical,ATM network,national backbone
INC-C0071,Incident report: the core banking API in the production cluster shows timeouts above 90 percent. Impact: branch operations cannot authenticate. Additional note: regulatory SLA breached. Reported by the digital channels team during the night shift and observed for 20 minutes.,critical,core banking API,production cluster
INC-C0072,Incident report: the risk engine in the main region shows pipeline stopped. Impact: fraud screening is unavailable. Additional note: critical financial exposure. Reported by the payments team during the afternoon shift and observed for 45 minutes.,critical,risk engine,main region
INC-C0073,Incident report: the risk engine in the main region shows pipeline stopped. Impact: fraud screening is unavailable. Additional note: critical financial exposure. Reported by the operations team during the weekend shift and observed for 45 minutes.,critical,risk engine,main region
INC-C0074,Incident report: the payment gateway in the primary datacenter shows complete outage. Impact: transactions are blocked for all customers. Additional note: executive bridge activated. Reported by the compliance team during the night shift and observed for 5 minutes.,critical,payment gateway,primary datacenter
INC-C0075,Incident report: the core banking API in the production cluster shows timeouts above 90 percent. Impact: branch operations cannot authenticate. Additional note: regulatory SLA breached. Reported by the security team during the morning shift and observed for 5 minutes.,critical,core banking API,production cluster
INC-C0076,Incident report: the core banking API in the production cluster shows timeouts above 90 percent. Impact: branch operations cannot authenticate. Additional note: regulatory SLA breached. Reported by the security team during the night shift and observed for 20 minutes.,critical,core banking API,production cluster
INC-C0077,Incident report: the risk engine in the main region shows pipeline stopped. Impact: fraud screening is unavailable. Additional note: critical financial exposure. Reported by the operations team during the night shift and observed for over an hour.,critical,risk engine,main region
INC-C0078,Incident report: the risk engine in the main region shows pipeline stopped. Impact: fraud screening is unavailable. Additional note: critical financial exposure. Reported by the payments team during the morning shift and observed for over an hour.,critical,risk engine,main region
INC-C0079,Incident report: the risk engine in the main region shows pipeline stopped. Impact: fraud screening is unavailable. Additional note: critical financial exposure. Reported by the payments team during the morning shift and observed for 45 minutes.,critical,risk engine,main region
INC-C0080,Incident report: the core banking API in the production cluster shows timeouts above 90 percent. Impact: branch operations cannot authenticate. Additional note: regulatory SLA breached. Reported by the compliance team during the night shift and observed for 20 minutes.,critical,core banking API,production cluster
INC-C0081,Incident report: the ATM network in the national backbone shows communication lost. Impact: cash withdrawal service unavailable nationwide. Additional note: all channels impacted. Reported by the digital channels team during the weekend shift and observed for 5 minutes.,critical,ATM network,national backbone
INC-C0082,Incident report: the payment gateway in the primary datacenter shows complete outage. Impact: transactions are blocked for all customers. Additional note: executive bridge activated. Reported by the payments team during the afternoon shift and observed for 5 minutes.,critical,payment gateway,primary datacenter
INC-C0083,Incident report: the risk engine in the main region shows pipeline stopped. Impact: fraud screening is unavailable. Additional note: critical financial exposure. Reported by the digital channels team during the afternoon shift and observed for over an hour.,critical,risk engine,main region
INC-C0084,Incident report: the core banking API in the production cluster shows timeouts above 90 percent. Impact: branch operations cannot authenticate. Additional note: regulatory SLA breached. Reported by the payments team during the night shift and observed for 45 minutes.,critical,core banking API,production cluster
INC-C0085,Incident report: the payment gateway in the primary datacenter shows complete outage. Impact: transactions are blocked for all customers. Additional note: executive bridge activated. Reported by the security team during the afternoon shift and observed for 20 minutes.,critical,payment gateway,primary datacenter
INC-C0086,Incident report: the payment gateway in the primary datacenter shows complete outage. Impact: transactions are blocked for all customers. Additional note: executive bridge activated. Reported by the security team during the weekend shift and observed for 20 minutes.,critical,payment gateway,primary datacenter
INC-C0087,Incident report: the core banking API in the production cluster shows timeouts above 90 percent. Impact: branch operations cannot authenticate. Additional note: regulatory SLA breached. Reported by the operations team during the afternoon shift and observed for over an hour.,critical,core banking API,production cluster
INC-C0088,Incident report: the payment gateway in the primary datacenter shows complete outage. Impact: transactions are blocked for all customers. Additional note: executive bridge activated. Reported by the operations team during the night shift and observed for over an hour.,critical,payment gateway,primary datacenter
INC-C0089,Incident report: the core banking API in the production cluster shows timeouts above 90 percent. Impact: branch operations cannot authenticate. Additional note: regulatory SLA breached. Reported by the security team during the afternoon shift and observed for 5 minutes.,critical,core banking API,production cluster
INC-C0090,Incident report: the ATM network in the national backbone shows communication lost. Impact: cash withdrawal service unavailable nationwide. Additional note: all channels impacted. Reported by the payments team during the weekend shift and observed for 20 minutes.,critical,ATM network,national backbone
INC-C0091,Incident report: the core banking API in the production cluster shows timeouts above 90 percent. Impact: branch operations cannot authenticate. Additional note: regulatory SLA breached. Reported by the network team during the night shift and observed for 45 minutes.,critical,core banking API,production cluster
INC-C0092,Incident report: the core banking API in the production cluster shows timeouts above 90 percent. Impact: branch operations cannot authenticate. Additional note: regulatory SLA breached. Reported by the operations team during the morning shift and observed for 20 minutes.,critical,core banking API,production cluster
INC-C0093,Incident report: the ATM network in the national backbone shows communication lost. Impact: cash withdrawal service unavailable nationwide. Additional note: all channels impacted. Reported by the security team during the night shift and observed for 5 minutes.,critical,ATM network,national backbone
INC-C0094,Incident report: the risk engine in the main region shows pipeline stopped. Impact: fraud screening is unavailable. Additional note: critical financial exposure. Reported by the security team during the weekend shift and observed for 45 minutes.,critical,risk engine,main region
INC-C0095,Incident report: the payment gateway in the primary datacenter shows complete outage. Impact: transactions are blocked for all customers. Additional note: executive bridge activated. Reported by the payments team during the night shift and observed for 20 minutes.,critical,payment gateway,primary datacenter
INC-C0096,Incident report: the risk engine in the main region shows pipeline stopped. Impact: fraud screening is unavailable. Additional note: critical financial exposure. Reported by the payments team during the morning shift and observed for over an hour.,critical,risk engine,main region
INC-C0097,Incident report: the risk engine in the main region shows pipeline stopped. Impact: fraud screening is unavailable. Additional note: critical financial exposure. Reported by the compliance team during the night shift and observed for over an hour.,critical,risk engine,main region
INC-C0098,Incident report: the payment gateway in the primary datacenter shows complete outage. Impact: transactions are blocked for all customers. Additional note: executive bridge activated. Reported by the network team during the afternoon shift and observed for 45 minutes.,critical,payment gateway,primary datacenter
INC-C0099,Incident report: the payment gateway in the primary datacenter shows complete outage. Impact: transactions are blocked for all customers. Additional note: executive bridge activated. Reported by the compliance team during the weekend shift and observed for 5 minutes.,critical,payment gateway,primary datacenter
INC-C0100,Incident report: the core banking API in the production cluster shows timeouts above 90 percent. Impact: branch operations cannot authenticate. Additional note: regulatory SLA breached. Reported by the security team during the weekend shift and observed for 5 minutes.,critical,core banking API,production cluster
INC-C0101,Incident report: the risk engine in the main region shows pipeline stopped. Impact: fraud screening is unavailable. Additional note: critical financial exposure. Reported by the digital channels team during the night shift and observed for 5 minutes.,critical,risk engine,main region
INC-C0102,Incident report: the risk engine in the main region shows pipeline stopped. Impact: fraud screening is unavailable. Additional note: critical financial exposure. Reported by the digital channels team during the night shift and observed for over an hour.,critical,risk engine,main region
INC-C0103,Incident report: the risk engine in the main region shows pipeline stopped. Impact: fraud screening is unavailable. Additional note: critical financial exposure. Reported by the network team during the night shift and observed for 20 minutes.,critical,risk engine,main region
INC-C0104,Incident report: the core banking API in the production cluster shows timeouts above 90 percent. Impact: branch operations cannot authenticate. Additional note: regulatory SLA breached. Reported by the network team during the weekend shift and observed for 20 minutes.,critical,core banking API,production cluster
INC-C0105,Incident report: the risk engine in the main region shows pipeline stopped. Impact: fraud screening is unavailable. Additional note: critical financial exposure. Reported by the network team during the morning shift and observed for 45 minutes.,critical,risk engine,main region
INC-C0106,Incident report: the risk engine in the main region shows pipeline stopped. Impact: fraud screening is unavailable. Additional note: critical financial exposure. Reported by the operations team during the weekend shift and observed for 45 minutes.,critical,risk engine,main region
INC-C0107,Incident report: the ATM network in the national backbone shows communication lost. Impact: cash withdrawal service unavailable nationwide. Additional note: all channels impacted. Reported by the network team during the weekend shift and observed for 20 minutes.,critical,ATM network,national backbone
INC-C0108,Incident report: the ATM network in the national backbone shows communication lost. Impact: cash withdrawal service unavailable nationwide. Additional note: all channels impacted. Reported by the compliance team during the afternoon shift and observed for 5 minutes.,critical,ATM network,national backbone
INC-C0109,Incident report: the risk engine in the main region shows pipeline stopped. Impact: fraud screening is unavailable. Additional note: critical financial exposure. Reported by the digital channels team during the night shift and observed for 5 minutes.,critical,risk engine,main region
INC-C0110,Incident report: the core banking API in the production cluster shows timeouts above 90 percent. Impact: branch operations cannot authenticate. Additional note: regulatory SLA breached. Reported by the compliance team during the night shift and observed for 20 minutes.,critical,core banking API,production cluster
INC-C0111,Incident report: the core banking API in the production cluster shows timeouts above 90 percent. Impact: branch operations cannot authenticate. Additional note: regulatory SLA breached. Reported by the operations team during the morning shift and observed for 5 minutes.,critical,core banking API,production cluster
INC-C0112,Incident report: the core banking API in the production cluster shows timeouts above 90 percent. Impact: branch operations cannot authenticate. Additional note: regulatory SLA breached. Reported by the network team during the morning shift and observed for over an hour.,critical,core banking API,production cluster
INC-C0113,Incident report: the ATM network in the national backbone shows communication lost. Impact: cash withdrawal service unavailable nationwide. Additional note: all channels impacted. Reported by the compliance team during the afternoon shift and observed for over an hour.,critical,ATM network,national backbone
INC-C0114,Incident report: the ATM network in the national backbone shows communication lost. Impact: cash withdrawal service unavailable nationwide. Additional note: all channels impacted. Reported by the network team during the afternoon shift and observed for 20 minutes.,critical,ATM network,national backbone
INC-C0115,Incident report: the payment gateway in the primary datacenter shows complete outage. Impact: transactions are blocked for all customers. Additional note: executive bridge activated. Reported by the payments team during the weekend shift and observed for 20 minutes.,critical,payment gateway,primary datacenter
INC-C0116,Incident report: the core banking API in the production cluster shows timeouts above 90 percent. Impact: branch operations cannot authenticate. Additional note: regulatory SLA breached. Reported by the compliance team during the weekend shift and observed for 5 minutes.,critical,core banking API,production cluster
INC-C0117,Incident report: the core banking API in the production cluster shows timeouts above 90 percent. Impact: branch operations cannot authenticate. Additional note: regulatory SLA breached. Reported by the payments team during the weekend shift and observed for 20 minutes.,critical,core banking API,production cluster
INC-C0118,Incident report: the ATM network in the national backbone shows communication lost. Impact: cash withdrawal service unavailable nationwide. Additional note: all channels impacted. Reported by the compliance team during the night shift and observed for over an hour.,critical,ATM network,national backbone
INC-C0119,Incident report: the ATM network in the national backbone shows communication lost. Impact: cash withdrawal service unavailable nationwide. Additional note: all channels impacted. Reported by the digital channels team during the weekend shift and observed for 20 minutes.,critical,ATM network,national backbone
INC-C0120,Incident report: the ATM network in the national backbone shows communication lost. Impact: cash withdrawal service unavailable nationwide. Additional note: all channels impacted. Reported by the network team during the night shift and observed for 20 minutes.,critical,ATM network,national backbone
INC-C0121,Incident report: the risk engine in the main region shows pipeline stopped. Impact: fraud screening is unavailable. Additional note: critical financial exposure. Reported by the digital channels team during the weekend shift and observed for 20 minutes.,critical,risk engine,main region
INC-C0122,Incident report: the risk engine in the main region shows pipeline stopped. Impact: fraud screening is unavailable. Additional note: critical financial exposure. Reported by the network team during the morning shift and observed for 45 minutes.,critical,risk engine,main region
INC-C0123,Incident report: the core banking API in the production cluster shows timeouts above 90 percent. Impact: branch operations cannot authenticate. Additional note: regulatory SLA breached. Reported by the security team during the night shift and observed for 45 minutes.,critical,core banking API,production cluster
INC-C0124,Incident report: the payment gateway in the primary datacenter shows complete outage. Impact: transactions are blocked for all customers. Additional note: executive bridge activated. Reported by the operations team during the afternoon shift and observed for 20 minutes.,critical,payment gateway,primary datacenter
INC-C0125,Incident report: the ATM network in the national backbone shows communication lost. Impact: cash withdrawal service unavailable nationwide. Additional note: all channels impacted. Reported by the compliance team during the afternoon shift and observed for 20 minutes.,critical,ATM network,national backbone
INC-C0126,Incident report: the payment gateway in the primary datacenter shows complete outage. Impact: transactions are blocked for all customers. Additional note: executive bridge activated. Reported by the network team during the weekend shift and observed for 45 minutes.,critical,payment gateway,primary datacenter
INC-C0127,Incident report: the ATM network in the national backbone shows communication lost. Impact: cash withdrawal service unavailable nationwide. Additional note: all channels impacted. Reported by the network team during the morning shift and observed for 20 minutes.,critical,ATM network,national backbone
INC-C0128,Incident report: the ATM network in the national backbone shows communication lost. Impact: cash withdrawal service unavailable nationwide. Additional note: all channels impacted. Reported by the network team during the morning shift and observed for over an hour.,critical,ATM network,national backbone
INC-C0129,Incident report: the ATM network in the national backbone shows communication lost. Impact: cash withdrawal service unavailable nationwide. Additional note: all channels impacted. Reported by the payments team during the night shift and observed for 45 minutes.,critical,ATM network,national backbone
INC-C0130,Incident report: the ATM network in the national backbone shows communication lost. Impact: cash withdrawal service unavailable nationwide. Additional note: all channels impacted. Reported by the network team during the afternoon shift and observed for over an hour.,critical,ATM network,national backbone
INC-C0131,Incident report: the core banking API in the production cluster shows timeouts above 90 percent. Impact: branch operations cannot authenticate. Additional note: regulatory SLA breached. Reported by the security team during the weekend shift and observed for over an hour.,critical,core banking API,production cluster
INC-C0132,Incident report: the payment gateway in the primary datacenter shows complete outage. Impact: transactions are blocked for all customers. Additional note: executive bridge activated. Reported by the network team during the night shift and observed for over an hour.,critical,payment gateway,primary datacenter
INC-C0133,Incident report: the core banking API in the production cluster shows timeouts above 90 percent. Impact: branch operations cannot authenticate. Additional note: regulatory SLA breached. Reported by the network team during the afternoon shift and observed for 5 minutes.,critical,core banking API,production cluster
INC-C0134,Incident report: the ATM network in the national backbone shows communication lost. Impact: cash withdrawal service unavailable nationwide. Additional note: all channels impacted. Reported by the digital channels team during the morning shift and observed for 5 minutes.,critical,ATM network,national backbone
INC-C0135,Incident report: the ATM network in the national backbone shows communication lost. Impact: cash withdrawal service unavailable nationwide. Additional note: all channels impacted. Reported by the operations team during the weekend shift and observed for 20 minutes.,critical,ATM network,national backbone
